variable activity subject mean
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 7 -0.0160390392510638
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 8 -0.0394356157631579
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 9 0.00262568854761905
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 10 0.000152617173684209
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 11 -0.0225208905847826
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 12 0.00485262425869565
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 13 -0.0252977670276596
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 14 0.0104952601188889
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 15 -0.0100212901547619
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 16 -0.029312256293617
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 17 -0.00939838078195652
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 18 -0.01417699182
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 19 -0.00955202497435897
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 20 -0.00253482149777778
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 21 -0.0125551085533333
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 22 0.0112499015
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 23 -0.000982717101851849
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 24 -0.00846915857363636
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 25 -0.0113348791672414
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 26 -0.01189114264
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 27 -0.00985034750909091
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 28 0.00123950141304348
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 29 -0.0140642983104167
tBodyAccJerkMeanZ WALKING_DOWNSTAIRS 30 -0.0118301423032258
tBodyAccJerkMeanZ SITTING 1 -0.00336779235021277
tBodyAccJerkMeanZ SITTING 2 0.00760546929869565
tBodyAccJerkMeanZ SITTING 3 -0.00423348373557692
tBodyAccJerkMeanZ SITTING 4 -0.0121499951596
tBodyAccJerkMeanZ SITTING 5 0.00338609594827273
tBodyAccJerkMeanZ SITTING 6 0.00623727782090909
tBodyAccJerkMeanZ SITTING 7 0.0162004141964583
tBodyAccJerkMeanZ SITTING 8 -0.0106808920069565
tBodyAccJerkMeanZ SITTING 9 -0.008674672651
tBodyAccJerkMeanZ SITTING 10 -0.00499566427666667
tBodyAccJerkMeanZ SITTING 11 0.00833400761716981
tBodyAccJerkMeanZ SITTING 12 -0.0020457599227451
tBodyAccJerkMeanZ SITTING 13 -0.0232397245106122
tBodyAccJerkMeanZ SITTING 14 -0.0105744513096296
tBodyAccJerkMeanZ SITTING 15 -0.00237207545345763
tBodyAccJerkMeanZ SITTING 16 -0.0115030575052174
tBodyAccJerkMeanZ SITTING 17 -0.0015544841534375
tBodyAccJerkMeanZ SITTING 18 0.00278757042058246
tBodyAccJerkMeanZ SITTING 19 0.00173106800213699
tBodyAccJerkMeanZ SITTING 20 0.00160134859924242
tBodyAccJerkMeanZ SITTING 21 -0.000175352166235294
tBodyAccJerkMeanZ SITTING 22 -0.0126852481958065
tBodyAccJerkMeanZ SITTING 23 -0.00148823351367647
tBodyAccJerkMeanZ SITTING 24 -0.00113300171426471
tBodyAccJerkMeanZ SITTING 25 0.00210760835861538
tBodyAccJerkMeanZ SITTING 26 -0.00780237981320513
tBodyAccJerkMeanZ SITTING 27 -0.00611285425957143
tBodyAccJerkMeanZ SITTING 28 0.000257854017638888
tBodyAccJerkMeanZ SITTING 29 0.003167700952
tBodyAccJerkMeanZ SITTING 30 -0.00278161828080645
tBodyAccJerkMeanZ STANDING 1 -0.00368524954709434
tBodyAccJerkMeanZ STANDING 2 -0.00837158846722222
tBodyAccJerkMeanZ STANDING 3 -0.00807177934114754
tBodyAccJerkMeanZ STANDING 4 -0.0211889890567857
tBodyAccJerkMeanZ STANDING 5 -0.0122812220569643
tBodyAccJerkMeanZ STANDING 6 -0.00481712245438596
tBodyAccJerkMeanZ STANDING 7 -0.0108420294035849
tBodyAccJerkMeanZ STANDING 8 0.00322153267648148
tBodyAccJerkMeanZ STANDING 9 -0.004700785502
tBodyAccJerkMeanZ STANDING 10 -0.00485841031477273
tBodyAccJerkMeanZ STANDING 11 -0.00074591623212766
tBodyAccJerkMeanZ STANDING 12 -0.00788131384131148
tBodyAccJerkMeanZ STANDING 13 -0.000704979340543859
tBodyAccJerkMeanZ STANDING 14 -0.00720777760485
tBodyAccJerkMeanZ STANDING 15 -0.00658737093471698
tBodyAccJerkMeanZ STANDING 16 -0.00476310557910256
tBodyAccJerkMeanZ STANDING 17 -0.00403599594166667
tBodyAccJerkMeanZ STANDING 18 -0.00181640480191781
tBodyAccJerkMeanZ STANDING 19 0.00129216333878082
tBodyAccJerkMeanZ STANDING 20 -0.00613681937487671
tBodyAccJerkMeanZ STANDING 21 -0.00332093673865168
tBodyAccJerkMeanZ STANDING 22 -0.00626291653857143
tBodyAccJerkMeanZ STANDING 23 -0.00529260911370588
tBodyAccJerkMeanZ STANDING 24 -0.00358774904913043
tBodyAccJerkMeanZ STANDING 25 -0.00622808791433784
tBodyAccJerkMeanZ STANDING 26 -0.00219497782824324
tBodyAccJerkMeanZ STANDING 27 -0.00137950299425
tBodyAccJerkMeanZ STANDING 28 -0.00267810077607595
tBodyAccJerkMeanZ STANDING 29 0.000332894985246154
tBodyAccJerkMeanZ STANDING 30 0.00190841458130508
tBodyAccJerkMeanZ LAYING 1 0.010834236361
tBodyAccJerkMeanZ LAYING 2 -0.00180264895625
tBodyAccJerkMeanZ LAYING 3 -0.00435625874355645
tBodyAccJerkMeanZ LAYING 4 -0.00641054328740741
tBodyAccJerkMeanZ LAYING 5 -0.00304067159653846
tBodyAccJerkMeanZ LAYING 6 0.00328817288070175
tBodyAccJerkMeanZ LAYING 7 -0.0131653918205769
tBodyAccJerkMeanZ LAYING 8 -0.0169218791344444
tBodyAccJerkMeanZ LAYING 9 -0.0070536778584
tBodyAccJerkMeanZ LAYING 10 0.00716689586275862
tBodyAccJerkMeanZ LAYING 11 0.00277690502070175
tBodyAccJerkMeanZ LAYING 12 -0.0043714837772
tBodyAccJerkMeanZ LAYING 13 -0.00988389709596774
tBodyAccJerkMeanZ LAYING 14 -0.0323601505045098
tBodyAccJerkMeanZ LAYING 15 -0.00443927981861111
tBodyAccJerkMeanZ LAYING 16 -0.00154105089764286
tBodyAccJerkMeanZ LAYING 17 -0.000143542544507042
tBodyAccJerkMeanZ LAYING 18 -0.00121344813430769
tBodyAccJerkMeanZ LAYING 19 -0.000988690855325301
tBodyAccJerkMeanZ LAYING 20 -0.00309891846569118
tBodyAccJerkMeanZ LAYING 21 -0.0139053438591111
tBodyAccJerkMeanZ LAYING 22 -0.00467438744166667
tBodyAccJerkMeanZ LAYING 23 -0.00628235060277778
tBodyAccJerkMeanZ LAYING 24 -0.00589225849902778
tBodyAccJerkMeanZ LAYING 25 -0.0307179435315068
tBodyAccJerkMeanZ LAYING 26 -0.00614755098663158
tBodyAccJerkMeanZ LAYING 27 -0.000685549292837838
tBodyAccJerkMeanZ LAYING 28 0.006009719386425
tBodyAccJerkMeanZ LAYING 29 0.00241542784130435
tBodyAccJerkMeanZ LAYING 30 -0.000374189681428571
tBodyAccJerkStdX WALKING 1 -0.113615602435789
tBodyAccJerkStdX WALKING 2 -0.277530462620339
tBodyAccJerkStdX WALKING 3 -0.26867964387931
tBodyAccJerkStdX WALKING 4 -0.297042612533333
tBodyAccJerkStdX WALKING 5 -0.302891024625
tBodyAccJerkStdX WALKING 6 -0.132784766936842
tBodyAccJerkStdX WALKING 7 -0.346026226140351
tBodyAccJerkStdX WALKING 8 -0.2586886278125
tBodyAccJerkStdX WALKING 9 -0.206733787961538
tBodyAccJerkStdX WALKING 10 -0.0521991013207547
tBodyAccJerkStdX WALKING 11 -0.428516343559322
tBodyAccJerkStdX WALKING 12 -0.01350661106
tBodyAccJerkStdX WALKING 13 -0.220910068015789
tBodyAccJerkStdX WALKING 14 -0.454497019661017
tBodyAccJerkStdX WALKING 15 -0.373217585
tBodyAccJerkStdX WALKING 16 -0.396223738431373
tBodyAccJerkStdX WALKING 17 -0.355492635409836
tBodyAccJerkStdX WALKING 18 -0.368056913928571
tBodyAccJerkStdX WALKING 19 0.110306729315577
tBodyAccJerkStdX WALKING 20 -0.090645041854902
tBodyAccJerkStdX WALKING 21 -0.114888873837692
tBodyAccJerkStdX WALKING 22 0.0358787094391304
tBodyAccJerkStdX WALKING 23 -0.229328122305085
tBodyAccJerkStdX WALKING 24 -0.485863255344828
tBodyAccJerkStdX WALKING 25 -0.607620931621622
tBodyAccJerkStdX WALKING 26 -0.328452881355932
tBodyAccJerkStdX WALKING 27 -0.316184021578947
tBodyAccJerkStdX WALKING 28 -0.335700184259259
tBodyAccJerkStdX WALKING 29 -0.22143354279434
tBodyAccJerkStdX WALKING 30 -0.374400941384615
tBodyAccJerkStdX WALKING_UPSTAIRS 1 -0.446843887735849
tBodyAccJerkStdX WALKING_UPSTAIRS 2 -0.276121886479167
tBodyAccJerkStdX WALKING_UPSTAIRS 3 -0.458364616949153
tBodyAccJerkStdX WALKING_UPSTAIRS 4 -0.380488027307692
tBodyAccJerkStdX WALKING_UPSTAIRS 5 -0.223896564340426
tBodyAccJerkStdX WALKING_UPSTAIRS 6 -0.180301156098039
tBodyAccJerkStdX WALKING_UPSTAIRS 7 -0.415153115882353
tBodyAccJerkStdX WALKING_UPSTAIRS 8 -0.186618895268293
tBodyAccJerkStdX WALKING_UPSTAIRS 9 -0.335291644693878
tBodyAccJerkStdX WALKING_UPSTAIRS 10 -0.187220175510638
tBodyAccJerkStdX WALKING_UPSTAIRS 11 -0.452961683518519
tBodyAccJerkStdX WALKING_UPSTAIRS 12 -0.359856972115385
tBodyAccJerkStdX WALKING_UPSTAIRS 13 -0.487325539818182
tBodyAccJerkStdX WALKING_UPSTAIRS 14 -0.368780418888889
tBodyAccJerkStdX WALKING_UPSTAIRS 15 -0.186944664541667
tBodyAccJerkStdX WALKING_UPSTAIRS 16 -0.521089140196078
tBodyAccJerkStdX WALKING_UPSTAIRS 17 -0.292665827083333
tBodyAccJerkStdX WALKING_UPSTAIRS 18 -0.563202134655172
tBodyAccJerkStdX WALKING_UPSTAIRS 19 -0.1742790558
tBodyAccJerkStdX WALKING_UPSTAIRS 20 -0.185695388078431
tBodyAccJerkStdX WALKING_UPSTAIRS 21 -0.424052014680851
tBodyAccJerkStdX WALKING_UPSTAIRS 22 -0.00853992680952381
tBodyAccJerkStdX WALKING_UPSTAIRS 23 -0.365398622764706
tBodyAccJerkStdX WALKING_UPSTAIRS 24 -0.49876467220339
tBodyAccJerkStdX WALKING_UPSTAIRS 25 -0.663642746307692
tBodyAccJerkStdX WALKING_UPSTAIRS 26 -0.290879965872727
tBodyAccJerkStdX WALKING_UPSTAIRS 27 -0.468066189411765
tBodyAccJerkStdX WALKING_UPSTAIRS 28 -0.312671655921569
tBodyAccJerkStdX WALKING_UPSTAIRS 29 -0.182365815065306
tBodyAccJerkStdX WALKING_UPSTAIRS 30 -0.535420203384615
tBodyAccJerkStdX WALKING_DOWNSTAIRS 1 -0.012283860544898
tBodyAccJerkStdX WALKING_DOWNSTAIRS 2 0.147249143238298
tBodyAccJerkStdX WALKING_DOWNSTAIRS 3 -0.0858010042244898
tBodyAccJerkStdX WALKING_DOWNSTAIRS 4 -0.145759708684667
tBodyAccJerkStdX WALKING_DOWNSTAIRS 5 0.0322415501638298
tBodyAccJerkStdX WALKING_DOWNSTAIRS 6 0.165271070858333
tBodyAccJerkStdX WALKING_DOWNSTAIRS 7 0.0285033927287234
tBodyAccJerkStdX WALKING_DOWNSTAIRS 8 0.250143724521053
tBodyAccJerkStdX WALKING_DOWNSTAIRS 9 0.017623342197619
tBodyAccJerkStdX WALKING_DOWNSTAIRS 10 0.223275806105263
tBodyAccJerkStdX WALKING_DOWNSTAIRS 11 -0.0834212653347826
tBodyAccJerkStdX WALKING_DOWNSTAIRS 12 0.00631914373913043
tBodyAccJerkStdX WALKING_DOWNSTAIRS 13 -0.0740908045319149
tBodyAccJerkStdX WALKING_DOWNSTAIRS 14 0.0129597549231111
tBodyAccJerkStdX WALKING_DOWNSTAIRS 15 0.134593836190476
tBodyAccJerkStdX WALKING_DOWNSTAIRS 16 -0.101186926595745
tBodyAccJerkStdX WALKING_DOWNSTAIRS 17 -0.103436471413043
tBodyAccJerkStdX WALKING_DOWNSTAIRS 18 -0.387223932363636
tBodyAccJerkStdX WALKING_DOWNSTAIRS 19 0.544273037307692
tBodyAccJerkStdX WALKING_DOWNSTAIRS 20 -0.135699627468889
tBodyAccJerkStdX WALKING_DOWNSTAIRS 21 0.00214655719111111
tBodyAccJerkStdX WALKING_DOWNSTAIRS 22 0.0869139849722222
tBodyAccJerkStdX WALKING_DOWNSTAIRS 23 0.198947061775926
tBodyAccJerkStdX WALKING_DOWNSTAIRS 24 -0.337218894
tBodyAccJerkStdX WALKING_DOWNSTAIRS 25 -0.501968387931034
tBodyAccJerkStdX WALKING_DOWNSTAIRS 26 -0.128111641206
tBodyAccJerkStdX WALKING_DOWNSTAIRS 27 -0.00358338882727273
tBodyAccJerkStdX WALKING_DOWNSTAIRS 28 -0.0167652227782609
tBodyAccJerkStdX WALKING_DOWNSTAIRS 29 -0.023952574044375
tBodyAccJerkStdX WALKING_DOWNSTAIRS 30 -0.226643901120968
tBodyAccJerkStdX SITTING 1 -0.986430711276596
tBodyAccJerkStdX SITTING 2 -0.988055854130435
tBodyAccJerkStdX SITTING 3 -0.974467390384615
tBodyAccJerkStdX SITTING 4 -0.9767421962
tBodyAccJerkStdX SITTING 5 -0.975204850227273
tBodyAccJerkStdX SITTING 6 -0.969929476363636
tBodyAccJerkStdX SITTING 7 -0.982158098125
tBodyAccJerkStdX SITTING 8 -0.985188753695652
tBodyAccJerkStdX SITTING 9 -0.9645358564
tBodyAccJerkStdX SITTING 10 -0.988946414074074
tBodyAccJerkStdX SITTING 11 -0.980335163584906
tBodyAccJerkStdX SITTING 12 -0.976494200784314
tBodyAccJerkStdX SITTING 13 -0.992827264081633
tBodyAccJerkStdX SITTING 14 -0.980890655185185
tBodyAccJerkStdX SITTING 15 -0.988162333898305
tBodyAccJerkStdX SITTING 16 -0.990861134782609
tBodyAccJerkStdX SITTING 17 -0.99434060296875
tBodyAccJerkStdX SITTING 18 -0.991624662105263
tBodyAccJerkStdX SITTING 19 -0.987043285479452
tBodyAccJerkStdX SITTING 20 -0.982078229242424
tBodyAccJerkStdX SITTING 21 -0.989439392235294
tBodyAccJerkStdX SITTING 22 -0.981664149193548
tBodyAccJerkStdX SITTING 23 -0.984561803823529
tBodyAccJerkStdX SITTING 24 -0.988564382205882
tBodyAccJerkStdX SITTING 25 -0.992278621692308
tBodyAccJerkStdX SITTING 26 -0.99225839525641
tBodyAccJerkStdX SITTING 27 -0.990658097857143
tBodyAccJerkStdX SITTING 28 -0.976286679444444
tBodyAccJerkStdX SITTING 29 -0.993525560333333
tBodyAccJerkStdX SITTING 30 -0.988864577419355
tBodyAccJerkStdX STANDING 1 -0.994604542264151
tBodyAccJerkStdX STANDING 2 -0.981085715555556
tBodyAccJerkStdX STANDING 3 -0.957086489344262
tBodyAccJerkStdX STANDING 4 -0.972586541964286
tBodyAccJerkStdX STANDING 5 -0.962647080178571
tBodyAccJerkStdX STANDING 6 -0.973132635789474
tBodyAccJerkStdX STANDING 7 -0.976403544716981
tBodyAccJerkStdX STANDING 8 -0.989198879814815
tBodyAccJerkStdX STANDING 9 -0.969973398888889
tBodyAccJerkStdX STANDING 10 -0.964311490454545
tBodyAccJerkStdX STANDING 11 -0.992527404255319
tBodyAccJerkStdX STANDING 12 -0.972440195081967
tBodyAccJerkStdX STANDING 13 -0.987636104210526
tBodyAccJerkStdX STANDING 14 -0.978248526
tBodyAccJerkStdX STANDING 15 -0.985459068490566
tBodyAccJerkStdX STANDING 16 -0.991026497435897
tBodyAccJerkStdX STANDING 17 -0.992094005512821
tBodyAccJerkStdX STANDING 18 -0.989436673835616
tBodyAccJerkStdX STANDING 19 -0.984792035205479
tBodyAccJerkStdX STANDING 20 -0.959528332191781
tBodyAccJerkStdX STANDING 21 -0.97706335011236
tBodyAccJerkStdX STANDING 22 -0.975639080634921
tBodyAccJerkStdX STANDING 23 -0.983141958970588
tBodyAccJerkStdX STANDING 24 -0.980573836811594
tBodyAccJerkStdX STANDING 25 -0.988312658378378
tBodyAccJerkStdX STANDING 26 -0.990498355
tBodyAccJerkStdX STANDING 27 -0.987628362
tBodyAccJerkStdX STANDING 28 -0.968604559620253
tBodyAccJerkStdX STANDING 29 -0.993652820615385
tBodyAccJerkStdX STANDING 30 -0.968430745254237
tBodyAccJerkStdX LAYING 1 -0.958482112
tBodyAccJerkStdX LAYING 2 -0.98587216875
tBodyAccJerkStdX LAYING 3 -0.98087931483871
tBodyAccJerkStdX LAYING 4 -0.978302781111111
tBodyAccJerkStdX LAYING 5 -0.983307862115385
tBodyAccJerkStdX LAYING 6 -0.966341054736842
tBodyAccJerkStdX LAYING 7 -0.980977756153846
tBodyAccJerkStdX LAYING 8 -0.973253042222222
tBodyAccJerkStdX LAYING 9 -0.9647404702
tBodyAccJerkStdX LAYING 10 -0.978007466724138
tBodyAccJerkStdX LAYING 11 -0.985259108596491
tBodyAccJerkStdX LAYING 12 -0.969276283333333
tBodyAccJerkStdX LAYING 13 -0.98541995
tBodyAccJerkStdX LAYING 14 -0.971473557058824
tBodyAccJerkStdX LAYING 15 -0.981739386805556
tBodyAccJerkStdX LAYING 16 -0.988416723857143
tBodyAccJerkStdX LAYING 17 -0.981489017183099
tBodyAccJerkStdX LAYING 18 -0.985921071076923
tBodyAccJerkStdX LAYING 19 -0.983605223493976
tBodyAccJerkStdX LAYING 20 -0.984270728235294
tBodyAccJerkStdX LAYING 21 -0.984826520888889
tBodyAccJerkStdX LAYING 22 -0.970355191527778
tBodyAccJerkStdX LAYING 23 -0.986360446805556
tBodyAccJerkStdX LAYING 24 -0.98636543375
tBodyAccJerkStdX LAYING 25 -0.973323412328767
tBodyAccJerkStdX LAYING 26 -0.989315824868421
tBodyAccJerkStdX LAYING 27 -0.986471899324324
tBodyAccJerkStdX LAYING 28 -0.9801647165
tBodyAccJerkStdX LAYING 29 -0.99200598942029
tBodyAccJerkStdX LAYING 30 -0.977463775571429
tBodyAccJerkStdY WALKING 1 0.0670025007684211
tBodyAccJerkStdY WALKING 2 -0.0166022362847458
tBodyAccJerkStdY WALKING 3 -0.0449619594258621
tBodyAccJerkStdY WALKING 4 -0.221165131581667
tBodyAccJerkStdY WALKING 5 -0.0910397428607143
tBodyAccJerkStdY WALKING 6 0.00808897373684211
tBodyAccJerkStdY WALKING 7 -0.0547448948245614
tBodyAccJerkStdY WALKING 8 0.233987544458333
tBodyAccJerkStdY WALKING 9 -0.276929933846154
tBodyAccJerkStdY WALKING 10 0.0750804952113207
tBodyAccJerkStdY WALKING 11 -0.181419230254237
tBodyAccJerkStdY WALKING 12 -0.089404968585
tBodyAccJerkStdY WALKING 13 0.0565488771722807
tBodyAccJerkStdY WALKING 14 -0.344339569152542
tBodyAccJerkStdY WALKING 15 -0.0319265467387037
tBodyAccJerkStdY WALKING 16 -0.425563858627451
tBodyAccJerkStdY WALKING 17 -0.0935385034
tBodyAccJerkStdY WALKING 18 -0.320158763392857
tBodyAccJerkStdY WALKING 19 0.0809271194038462
tBodyAccJerkStdY WALKING 20 0.244310894098039
tBodyAccJerkStdY WALKING 21 -0.0347143855729423
tBodyAccJerkStdY WALKING 22 0.225542290191304
tBodyAccJerkStdY WALKING 23 -0.0805017337711864
tBodyAccJerkStdY WALKING 24 -0.302220161206897
tBodyAccJerkStdY WALKING 25 -0.382619718513514
tBodyAccJerkStdY WALKING 26 -0.261863589338983
tBodyAccJerkStdY WALKING 27 -0.104090459225439
tBodyAccJerkStdY WALKING 28 -0.220123120851852
tBodyAccJerkStdY WALKING 29 -0.087174644469434
tBodyAccJerkStdY WALKING 30 -0.270709274446154
tBodyAccJerkStdY WALKING_UPSTAIRS 1 -0.378274426037736
tBodyAccJerkStdY WALKING_UPSTAIRS 2 -0.185648954220833
tBodyAccJerkStdY WALKING_UPSTAIRS 3 -0.251680364540678
tBodyAccJerkStdY WALKING_UPSTAIRS 4 -0.281543175326923
tBodyAccJerkStdY WALKING_UPSTAIRS 5 -0.125026612744681
tBodyAccJerkStdY WALKING_UPSTAIRS 6 -0.0413994646723529
tBodyAccJerkStdY WALKING_UPSTAIRS 7 -0.519897595686274
tBodyAccJerkStdY WALKING_UPSTAIRS 8 -0.0123501104926829
tBodyAccJerkStdY WALKING_UPSTAIRS 9 -0.586147012244898
tBodyAccJerkStdY WALKING_UPSTAIRS 10 -0.177803083425532
tBodyAccJerkStdY WALKING_UPSTAIRS 11 -0.428119229814815
tBodyAccJerkStdY WALKING_UPSTAIRS 12 -0.311328991057692
tBodyAccJerkStdY WALKING_UPSTAIRS 13 -0.323333932218182
tBodyAccJerkStdY WALKING_UPSTAIRS 14 -0.336427181240741
tBodyAccJerkStdY WALKING_UPSTAIRS 15 -0.311861356875
tBodyAccJerkStdY WALKING_UPSTAIRS 16 -0.425625937254902
tBodyAccJerkStdY WALKING_UPSTAIRS 17 -0.349791873229167
tBodyAccJerkStdY WALKING_UPSTAIRS 18 -0.56794063862069
tBodyAccJerkStdY WALKING_UPSTAIRS 19 -0.0128865483575
tBodyAccJerkStdY WALKING_UPSTAIRS 20 -0.260789711588235
tBodyAccJerkStdY WALKING_UPSTAIRS 21 -0.203209665702128
tBodyAccJerkStdY WALKING_UPSTAIRS 22 -0.0575784544857143
tBodyAccJerkStdY WALKING_UPSTAIRS 23 -0.328225031
tBodyAccJerkStdY WALKING_UPSTAIRS 24 -0.51522075220339
tBodyAccJerkStdY WALKING_UPSTAIRS 25 -0.627131235692308
tBodyAccJerkStdY WALKING_UPSTAIRS 26 -0.399771473818182
tBodyAccJerkStdY WALKING_UPSTAIRS 27 -0.426833499411765
tBodyAccJerkStdY WALKING_UPSTAIRS 28 -0.331602407372549
tBodyAccJerkStdY WALKING_UPSTAIRS 29 -0.388624195510204
tBodyAccJerkStdY WALKING_UPSTAIRS 30 -0.587214542923077
tBodyAccJerkStdY WALKING_DOWNSTAIRS 1 -0.101601390640816
tBodyAccJerkStdY WALKING_DOWNSTAIRS 2 0.126828014557447
tBodyAccJerkStdY WALKING_DOWNSTAIRS 3 -0.111439194979592
tBodyAccJerkStdY WALKING_DOWNSTAIRS 4 -0.146242294857778
tBodyAccJerkStdY WALKING_DOWNSTAIRS 5 0.0473612314702128
tBodyAccJerkStdY WALKING_DOWNSTAIRS 6 0.276544029529167
tBodyAccJerkStdY WALKING_DOWNSTAIRS 7 -0.296279674759574
tBodyAccJerkStdY WALKING_DOWNSTAIRS 8 0.288140718789474
tBodyAccJerkStdY WALKING_DOWNSTAIRS 9 -0.3094424725
tBodyAccJerkStdY WALKING_DOWNSTAIRS 10 -0.105020355562895
tBodyAccJerkStdY WALKING_DOWNSTAIRS 11 -0.126816662141304
tBodyAccJerkStdY WALKING_DOWNSTAIRS 12 0.0629216671304348
tBodyAccJerkStdY WALKING_DOWNSTAIRS 13 -0.149027773519149
tBodyAccJerkStdY WALKING_DOWNSTAIRS 14 0.192791766468889
tBodyAccJerkStdY WALKING_DOWNSTAIRS 15 0.0158059210738095
tBodyAccJerkStdY WALKING_DOWNSTAIRS 16 -0.261684752425532
tBodyAccJerkStdY WALKING_DOWNSTAIRS 17 -0.304063534173913
tBodyAccJerkStdY WALKING_DOWNSTAIRS 18 -0.447033872545455
tBodyAccJerkStdY WALKING_DOWNSTAIRS 19 0.355306716915385
tBodyAccJerkStdY WALKING_DOWNSTAIRS 20 0.289670966711111
tBodyAccJerkStdY WALKING_DOWNSTAIRS 21 -0.0796009757622222
tBodyAccJerkStdY WALKING_DOWNSTAIRS 22 0.0198613278611111
tBodyAccJerkStdY WALKING_DOWNSTAIRS 23 -0.0883301225796296
tBodyAccJerkStdY WALKING_DOWNSTAIRS 24 -0.169291887741818
tBodyAccJerkStdY WALKING_DOWNSTAIRS 25 -0.371661522413793
tBodyAccJerkStdY WALKING_DOWNSTAIRS 26 -0.08640490273602
tBodyAccJerkStdY WALKING_DOWNSTAIRS 27 -0.138528104113636
tBodyAccJerkStdY WALKING_DOWNSTAIRS 28 0.0265530133695652
tBodyAccJerkStdY WALKING_DOWNSTAIRS 29 -0.07734083835625
tBodyAccJerkStdY WALKING_DOWNSTAIRS 30 -0.194656096556452
tBodyAccJerkStdY SITTING 1 -0.981371965319149
tBodyAccJerkStdY SITTING 2 -0.977983955434783
tBodyAccJerkStdY SITTING 3 -0.953631390961538
tBodyAccJerkStdY SITTING 4 -0.9445961056
tBodyAccJerkStdY SITTING 5 -0.952786261136364
tBodyAccJerkStdY SITTING 6 -0.945143686181818
tBodyAccJerkStdY SITTING 7 -0.969458676458333
tBodyAccJerkStdY SITTING 8 -0.980784606086957
tBodyAccJerkStdY SITTING 9 -0.9567775448
tBodyAccJerkStdY SITTING 10 -0.980756789814815
tBodyAccJerkStdY SITTING 11 -0.966766643396226
tBodyAccJerkStdY SITTING 12 -0.964047461568627
tBodyAccJerkStdY SITTING 13 -0.984267557755102
tBodyAccJerkStdY SITTING 14 -0.967828356296296
tBodyAccJerkStdY SITTING 15 -0.978126998813559
tBodyAccJerkStdY SITTING 16 -0.981800970724638
tBodyAccJerkStdY SITTING 17 -0.98863700234375
tBodyAccJerkStdY SITTING 18 -0.984002717017544
tBodyAccJerkStdY SITTING 19 -0.979267729041096
tBodyAccJerkStdY SITTING 20 -0.970896863484848
tBodyAccJerkStdY SITTING 21 -0.979002804823529
tBodyAccJerkStdY SITTING 22 -0.964782832419355
tBodyAccJerkStdY SITTING 23 -0.978045837794118
tBodyAccJerkStdY SITTING 24 -0.979573678088235
tBodyAccJerkStdY SITTING 25 -0.982870991692308
tBodyAccJerkStdY SITTING 26 -0.986215215641026
tBodyAccJerkStdY SITTING 27 -0.985097470714286
tBodyAccJerkStdY SITTING 28 -0.962219452777778
tBodyAccJerkStdY SITTING 29 -0.9840551
tBodyAccJerkStdY SITTING 30 -0.980420928387097
tBodyAccJerkStdY STANDING 1 -0.98564873245283
tBodyAccJerkStdY STANDING 2 -0.97105943962963
tBodyAccJerkStdY STANDING 3 -0.941686785737705
tBodyAccJerkStdY STANDING 4 -0.938354677857143
tBodyAccJerkStdY STANDING 5 -0.931217140714286
tBodyAccJerkStdY STANDING 6 -0.949362277017544
tBodyAccJerkStdY STANDING 7 -0.965810609622642
tBodyAccJerkStdY STANDING 8 -0.976442140740741
tBodyAccJerkStdY STANDING 9 -0.963849332888889
tBodyAccJerkStdY STANDING 10 -0.941328663409091
tBodyAccJerkStdY STANDING 11 -0.979428279574468
tBodyAccJerkStdY STANDING 12 -0.953203115409836
tBodyAccJerkStdY STANDING 13 -0.977704172105263
tBodyAccJerkStdY STANDING 14 -0.966362425833333
tBodyAccJerkStdY STANDING 15 -0.967720399622641
tBodyAccJerkStdY STANDING 16 -0.98262195474359
tBodyAccJerkStdY STANDING 17 -0.98666125974359
tBodyAccJerkStdY STANDING 18 -0.975277836849315
tBodyAccJerkStdY STANDING 19 -0.970543276575342
tBodyAccJerkStdY STANDING 20 -0.935605650958904
tBodyAccJerkStdY STANDING 21 -0.963921458202247
tBodyAccJerkStdY STANDING 22 -0.952303493968254
tBodyAccJerkStdY STANDING 23 -0.975219983676471
tBodyAccJerkStdY STANDING 24 -0.967745638695652
